institution;indicator;taux observE 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;taux observE 2010;taux attendu 2010;SMR 2010;nombre de cas 2010
Les HÙpitaux Universitaires de GenËve HUG;G.4 Cancer du sein; ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;G.4.1.F Traitements hospitaliers en cas de cancer du sein;NaN;NaN;NaN;482;NaN;NaN;NaN;614
Les HÙpitaux Universitaires de GenËve HUG;G.5 Interventions du sein; ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;G.5.1.F Total des interventions du sein (rEsections et plasties mammaires);NaN;NaN;NaN;405;NaN;NaN;NaN;447
Les HÙpitaux Universitaires de GenËve HUG;G.5.2.F REsections mammaires en cas de cancer du sein;NaN;NaN;NaN;249;NaN;NaN;NaN;259
Les HÙpitaux Universitaires de GenËve HUG;G.5.3.P REsections partielles en cas de cancer du sein, pourcentage;0.775;0.674;NaN;193;0.788;0.692;NaN;204
Les HÙpitaux Universitaires de GenËve HUG;H Maladies des voies urinaires et des organes gEnitaux masculins; ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle); ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;H.1.1.M NEphrectomie totale, mortalitE;0.029;0.024;1.2;69;0.015;0.016;1;66
Les HÙpitaux Universitaires de GenËve HUG;H.1.2.P OP laparoscopique en cas de nEphrectomie totale, pourcentage;0.174;0.212;NaN;12;0.242;0.222;NaN;16
Les HÙpitaux Universitaires de GenËve HUG;H.1.3.P NEphrectomie partielle, pourcentage;0.148;0.258;NaN;12;0.165;0.244;NaN;13
Les HÙpitaux Universitaires de GenËve HUG;H.1.3.M NEphrectomie partielle, mortalitE;0;0.002;0;12;0;0;NaN;13
Les HÙpitaux Universitaires de GenËve HUG;H.1.4.P OP laparoscopique en cas de nEphrectomie partielle, pourcentage;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Les HÙpitaux Universitaires de GenËve HUG;H.2 Calculs rEnaux; ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;H.2.1.F DP calculs rEnaux;NaN;NaN;NaN;251;NaN;NaN;NaN;298
Les HÙpitaux Universitaires de GenËve HUG;H.2.2.P Intervention pour extraction des calculs en cas de DP calculs rEnaux, pourcentage;0.637;0.434;NaN;160;0.574;0.44;NaN;171
Les HÙpitaux Universitaires de GenËve HUG;H.3 OpErations de la vessie; ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;H.3.1.F DP tumeur maligne de la vessie;NaN;NaN;NaN;213;NaN;NaN;NaN;219
Les HÙpitaux Universitaires de GenËve HUG;H.3.2.F Total des RTU de vessie;NaN;NaN;NaN;199;NaN;NaN;NaN;190
Les HÙpitaux Universitaires de GenËve HUG;H.3.3.F RTU de vessie en cas de tumeur maligne;NaN;NaN;NaN;153;NaN;NaN;NaN;145
Les HÙpitaux Universitaires de GenËve HUG;H.3.4.P RTU en cas de tumeur maligne avec instillation de mEdicaments chimiothErapeutiques dans la vessie, pourcentage;0.301;0.04;NaN;46;0.372;0.066;NaN;54
Les HÙpitaux Universitaires de GenËve HUG;H.3.5.M Ablation de la vessie (cystectomie), mortalitE;0;0.04;0;20;0.053;0.034;1.6;19
Les HÙpitaux Universitaires de GenËve HUG;H.4 REsection prostatique transurEtrale (TURP); ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;H.4.1.M RTU de prostate, mortalitE;0.005;0.003;1.8;201;0;0.002;0;202
Les HÙpitaux Universitaires de GenËve HUG;H.5 Carcinome de la prostate; ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;H.5.1.F Carcinome de la prostate (DP ou DS);NaN;NaN;NaN;316;NaN;NaN;NaN;341
Les HÙpitaux Universitaires de GenËve HUG;H.5.2.M ProstatovEsiculectomie radicale, mortalitE;0;0.002;0;70;0;0.001;0;55
Les HÙpitaux Universitaires de GenËve HUG;I Affections orthopEdiques et traumatologiques; ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;I.1 Remplacement de l'articulation, endoprothËse totale (EPT); ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;I.1.1.M PremiËre implantation d'EPT de hanche (pas en cas de fracture), mortalitE;0.003;0.002;1.6;333;0.003;0.002;1.6;323
Les HÙpitaux Universitaires de GenËve HUG;I.1.2.M Changement d'EPT de hanche et changement de composants, mortalitE;0;0.01;0;43;0.029;0.008;3.7;34
Les HÙpitaux Universitaires de GenËve HUG;I.1.3.M PremiËre implantation d'EPT de genou, mortalitE;0;0.001;0;305;0;0.001;0;263
Les HÙpitaux Universitaires de GenËve HUG;I.1.4.M Changement d'EPT de genou, mortalitE;0;0.005;0;16;0;0.008;0;24
Les HÙpitaux Universitaires de GenËve HUG;I.1.5.M EPT de hanche ou de genou aprËs chirurgie tumorale, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Les HÙpitaux Universitaires de GenËve HUG;I.2 OpErations de la colonne vertEbrale; ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;I.2.1.F Total des OP de la colonne vertEbrale;NaN;NaN;NaN;638;NaN;NaN;NaN;550
Les HÙpitaux Universitaires de GenËve HUG;I.2.2.M Discectomie (sans accident, tumeur, OP complexe de la colonne vertEbrale), mortalitE;0;0;0;227;0;0.001;0;219
Les HÙpitaux Universitaires de GenËve HUG;I.3 Fractures mEtaphysaires de la hanche; ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;I.3.1.M Fractures du col du fEmur (‚ge >19), mortalitE;0.02;0.043;0.5;245;0.009;0.044;0.2;318
Les HÙpitaux Universitaires de GenËve HUG;I.3.2.M Fractures du col du fEmur, ‚ge 20-59, mortalitE;0.05;0.004;13.2;20;0;0.009;0;34
Les HÙpitaux Universitaires de GenËve HUG;I.3.3.M Fractures du col du fEmur, ‚ge 60-69, mortalitE;0;0.018;0;24;0;0.022;0;22
Les HÙpitaux Universitaires de GenËve HUG;I.3.4.M Fractures du col du fEmur, ‚ge 70-79, mortalitE;0.017;0.021;0.8;59;0.013;0.025;0.5;77
Les HÙpitaux Universitaires de GenËve HUG;I.3.5.M Fractures du col du fEmur, ‚ge 80-84, mortalitE;0;0.035;0;46;0.022;0.042;0.5;45
Les HÙpitaux Universitaires de GenËve HUG;I.3.6.M Fractures du col du fEmur, ‚ge 85-89, mortalitE;0.02;0.057;0.4;49;0;0.051;0;91
Les HÙpitaux Universitaires de GenËve HUG;I.3.7.M Fractures du col du fEmur, ‚ge >89, mortalitE;0.043;0.091;0.5;47;0.02;0.097;0.2;49
Les HÙpitaux Universitaires de GenËve HUG;I.3.8.M Fracture du trochanter (‚ge >19), mortalitE;0.034;0.043;0.8;205;0.031;0.037;0.8;323
Les HÙpitaux Universitaires de GenËve HUG;J Affections complexes, hEtErogËnes (indicateur pour peer review); ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;J.1 Respiration artificielle; ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;J.1.1.M Cas de respiration artificielle >95 h (‡ líexclusion des nouveau≠nEs), mortalitE;0.243;0.265;0.9;259;0.299;0.272;1.1;294
Les HÙpitaux Universitaires de GenËve HUG;J.2 Etats septiques; ; ; ; ; ; ; ; 
Les HÙpitaux Universitaires de GenËve HUG;J.2.1.M DP Etats septiques, mortalitE;0.19;0.174;1.1;379;0.215;0.184;1.2;534
institution;indicator;taux observE 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;taux observE 2010;taux attendu 2010;SMR 2010;nombre de cas 2010
CHUV Centre Hospitalier Universitaire Vaudois;A Maladies cardiaques; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;A.1 Infarctus du myocarde; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;A.1.1.M DP infarctus du myocarde (‚ge >19), mortalitE;0.046;0.064;0.7;607;0.054;0.059;0.9;687
CHUV Centre Hospitalier Universitaire Vaudois;A.1.2.M DP infarctus du myocarde, ‚ge 20-44, mortalitE;0.031;0.005;5.9;32;0;0.012;0;27
CHUV Centre Hospitalier Universitaire Vaudois;A.1.3.M DP infarctus du myocarde, ‚ge 45-64, mortalitE;0.021;0.022;1;237;0.008;0.016;0.5;255
CHUV Centre Hospitalier Universitaire Vaudois;A.1.4.M DP infarctus du myocarde, ‚ge 65-84, mortalitE;0.048;0.071;0.7;272;0.052;0.064;0.8;324
CHUV Centre Hospitalier Universitaire Vaudois;A.1.5.M DP infarctus du myocarde, ‚ge >84, mortalitE;0.136;0.218;0.6;66;0.222;0.191;1.2;81
CHUV Centre Hospitalier Universitaire Vaudois;A.1.6.P DP infarctus du myocarde (‚ge >19), avec CCG ou OP coronarienne, pourcentage;0.871;0.522;NaN;529;0.852;0.548;NaN;585
CHUV Centre Hospitalier Universitaire Vaudois;A.1.7.M DP infarctus du myocarde (‚ge >19), admissions directes pas transfErE, mortalitE;0.063;0.097;0.7;301;0.103;0.092;1.1;312
CHUV Centre Hospitalier Universitaire Vaudois;A.1.8.M DP infarctus du myocarde (‚ge >19), transfErE díun autre hÙpital, mortalitE;0.046;0.034;1.3;196;0.019;0.031;0.6;258
CHUV Centre Hospitalier Universitaire Vaudois;A.1.9.P Infarctus aigu du myocarde non prEcisE (‚ge >19), pourcentage;0.051;0.065;NaN;31;NaN;NaN;NaN;<10
CHUV Centre Hospitalier Universitaire Vaudois;A.1.10.M Infarctus du myocarde transmural (‚ge >19), mortalitE;0.053;0.058;0.9;304;0.063;0.067;0.9;349
CHUV Centre Hospitalier Universitaire Vaudois;A.1.11.M Infarctus non transmural/NSTEMI (‚ge >19), mortalitE;0.03;0.049;0.6;270;0.039;0.043;0.9;331
CHUV Centre Hospitalier Universitaire Vaudois;A.2 Insuffisance cardiaque; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;A.2.1.M DP insuffisance cardiaque (‚ge >19), mortalitE;0.063;0.08;0.8;461;0.068;0.087;0.8;503
CHUV Centre Hospitalier Universitaire Vaudois;A.2.2.M DP insuffisance cardiaque, ‚ge 20-44, mortalitE;0;0.005;0;11;NaN;NaN;NaN;<10
CHUV Centre Hospitalier Universitaire Vaudois;A.2.3.M DP insuffisance cardiaque, ‚ge 45-64, mortalitE;0.099;0.033;3;71;0.05;0.036;1.4;80
CHUV Centre Hospitalier Universitaire Vaudois;A.2.4.M DP insuffisance cardiaque, ‚ge 65-84, mortalitE;0.061;0.073;0.8;244;0.048;0.075;0.6;249
CHUV Centre Hospitalier Universitaire Vaudois;A.2.5.M DP insuffisance cardiaque, ‚ge >84, mortalitE;0.052;0.125;0.4;135;0.101;0.13;0.8;168
CHUV Centre Hospitalier Universitaire Vaudois;A.3 CathEtErisme cardiaque gauche (CCG); ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;A.3.1.F Total des cas avec CCG avec diagnostic et intervention sur les artËres coronaires;NaN;NaN;NaN;1'564;NaN;NaN;NaN;1'560
CHUV Centre Hospitalier Universitaire Vaudois;A.3.2.M Cas avec CCG en cas d'infarctus du myocarde (‚ge >19), sans OP du cúur, mortalitE;0.026;0.029;0.9;500;0.022;0.032;0.7;555
CHUV Centre Hospitalier Universitaire Vaudois;A.3.3.M Cas avec CCG sans infarctus du myocarde avec diagnostic de complications (‚ge >19), mortalitE;0.115;0.095;1.2;87;0.148;0.115;1.3;108
CHUV Centre Hospitalier Universitaire Vaudois;A.3.4.M Cas avec CCG sans infarctus du myocarde sans diagnostic de complications (‚ge >19), mortalitE;0.004;0.006;0.7;809;0.008;0.004;1.8;766
CHUV Centre Hospitalier Universitaire Vaudois;A.3.5.P CathEtErisme thErapeutique sans infarctus du myocarde ou diagnostic de complications (‚ge >19), pourcentage;0.305;0.377;NaN;247;0.298;0.381;NaN;228
CHUV Centre Hospitalier Universitaire Vaudois;A.3.6.F Cas avec CCG chez l'enfant et l'adolescent (‚ge <20);NaN;NaN;NaN;57;NaN;NaN;NaN;37
CHUV Centre Hospitalier Universitaire Vaudois;A.4 Troubles du rythme cardiaque; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;A.4.1.F DP troubles du rythme cardiaque;NaN;NaN;NaN;487;NaN;NaN;NaN;536
CHUV Centre Hospitalier Universitaire Vaudois;A.5 Traitement par pacemaker ou dEfibrillateur implantable; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;A.5.1.F Traitement par pacemaker (implantation et changement, dEfibrillateur inclus);NaN;NaN;NaN;231;NaN;NaN;NaN;229
CHUV Centre Hospitalier Universitaire Vaudois;A.5.2.F Implantation et changement de dEfibrillateur;NaN;NaN;NaN;69;NaN;NaN;NaN;90
CHUV Centre Hospitalier Universitaire Vaudois;A.6 Traitement par ablation; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;A.6.1.F Ablation par cathEter;NaN;NaN;NaN;183;NaN;NaN;NaN;174
CHUV Centre Hospitalier Universitaire Vaudois;A.6.2.F Ablation chirurgicale;NaN;NaN;NaN;36;NaN;NaN;NaN;34
CHUV Centre Hospitalier Universitaire Vaudois;A.7 OpErations du cúur; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;A.7.1.F Total des OP du cúur;NaN;NaN;NaN;566;NaN;NaN;NaN;558
CHUV Centre Hospitalier Universitaire Vaudois;A.7.2.F OP des valves cardiaques;NaN;NaN;NaN;290;NaN;NaN;NaN;248
CHUV Centre Hospitalier Universitaire Vaudois;A.7.3.F OP des vaisseaux coronaires;NaN;NaN;NaN;200;NaN;NaN;NaN;215
CHUV Centre Hospitalier Universitaire Vaudois;A.7.4.F Autres OP du cúur;NaN;NaN;NaN;208;NaN;NaN;NaN;203
CHUV Centre Hospitalier Universitaire Vaudois;A.7.5.F OP combinEe du cúur;NaN;NaN;NaN;119;NaN;NaN;NaN;101
CHUV Centre Hospitalier Universitaire Vaudois;A.7.6.F OP du cúur chez l'enfant et l'adolescent (‚ge <20);NaN;NaN;NaN;80;NaN;NaN;NaN;70
CHUV Centre Hospitalier Universitaire Vaudois;A.7.7.M Remplacement isolE de valve aortique ‡ cúur ouvert sans autre OP du cúur, mortalitE;0.047;0.026;1.8;128;0.032;0.028;1.2;125
CHUV Centre Hospitalier Universitaire Vaudois;A.7.11.M OP des vaisseaux coronaires uniquement, en cas d'infarctus du myocarde (‚ge >19), mortalitE;0.095;0.06;1.6;21;0;0.038;0;29
CHUV Centre Hospitalier Universitaire Vaudois;A.7.12.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde (‚ge >19), mortalitE;0.027;0.018;1.5;110;0.023;0.013;1.7;131
CHUV Centre Hospitalier Universitaire Vaudois;A.7.13.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, ‚ge 20-49, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
CHUV Centre Hospitalier Universitaire Vaudois;A.7.14.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, ‚ge 50-59, mortalitE;0;0.005;0;17;0;0.016;0;24
CHUV Centre Hospitalier Universitaire Vaudois;A.7.15.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, ‚ge 60-69, mortalitE;0.061;0.018;3.3;33;0.02;0.011;1.9;49
CHUV Centre Hospitalier Universitaire Vaudois;A.7.16.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, ‚ge 70-79, mortalitE;0.024;0.026;0.9;42;0.024;0.008;3.1;41
CHUV Centre Hospitalier Universitaire Vaudois;A.7.17.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, ‚ge >79, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
CHUV Centre Hospitalier Universitaire Vaudois;A.7.18.P Cas de respiration artificielle >95 h en cas d'OP des vaisseaux coronaires uniquement, sans infarctus du myocarde (‚ge >19), pourcentage;0.127;0.03;NaN;14;0.092;0.032;NaN;12
CHUV Centre Hospitalier Universitaire Vaudois;B.1 Accident vasculaire cErEbral (attaque cErEbrale); ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;B.1.1.M DP díaccident vasculaire cErEbral, toutes les formes (‚ge >19), mortalitE;0.14;0.114;1.2;558;0.113;0.104;1.1;609
CHUV Centre Hospitalier Universitaire Vaudois;B.1.2.M DP díaccident vasculaire cErEbral, toutes les formes, ‚ge 20-44, mortalitE;0.024;0.04;0.6;41;0.042;0.04;1;48
CHUV Centre Hospitalier Universitaire Vaudois;B.1.3.M DP díaccident vasculaire cErEbral, toutes les formes, ‚ge 45-64, mortalitE;0.139;0.064;2.2;151;0.082;0.061;1.4;182
CHUV Centre Hospitalier Universitaire Vaudois;B.1.4.M DP díaccident vasculaire cErEbral, toutes les formes, ‚ge 65-84, mortalitE;0.122;0.115;1.1;278;0.102;0.103;1;285
CHUV Centre Hospitalier Universitaire Vaudois;B.1.5.M DP díaccident vasculaire cErEbral, toutes les formes, ‚ge >84, mortalitE;0.25;0.235;1.1;88;0.245;0.222;1.1;94
CHUV Centre Hospitalier Universitaire Vaudois;B.1.6.P DP d'accident vasculaire cErEbral (‚ge >19) avec traitement en unitE cErEbro≠vasculaire, pourcentage;0.36;0.079;NaN;201;0.384;0.104;NaN;234
CHUV Centre Hospitalier Universitaire Vaudois;B.1.7.M Infarctus cErEbral (CIM≠10 I63, ‚ge >19), mortalitE;0.087;0.079;1.1;413;0.077;0.071;1.1;453
CHUV Centre Hospitalier Universitaire Vaudois;B.1.8.M Infarctus cErEbral (CIM≠10 I63, ‚ge >19), admissions directes, mortalitE;0.081;0.078;1;358;0.084;0.077;1.1;356
CHUV Centre Hospitalier Universitaire Vaudois;B.1.9.P Infarctus cErEbral (CIM≠10 I63, ‚ge >19) avec thrombolyse systEmique, pourcentage;0.14;0.076;NaN;58;0.143;0.095;NaN;65
CHUV Centre Hospitalier Universitaire Vaudois;B.1.9.M Infarctus cErEbral (CIM≠10 I63, ‚ge >19) avec thrombolyse systEmique, mortalitE;0.086;0.104;0.8;58;0.123;0.115;1.1;65
CHUV Centre Hospitalier Universitaire Vaudois;B.1.10.M HEmorragie intracErEbrale (CIM≠10 I61, ‚ge >19), mortalitE;0.352;0.275;1.3;88;0.204;0.24;0.9;93
CHUV Centre Hospitalier Universitaire Vaudois;B.1.11.M HEmorragie sous≠arachnoÔdienne (CIM≠10 I60, ‚ge >19), mortalitE;0.204;0.114;1.8;54;0.25;0.131;1.9;60
CHUV Centre Hospitalier Universitaire Vaudois;B.1.12.P Accident vasculaire cErEbral, sans prEcision (CIM≠10 I64, ‚ge >19), pourcentage;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
CHUV Centre Hospitalier Universitaire Vaudois;B.1.12.M Accident vasculaire cErEbral, sans prEcision (CIM≠10 I64, ‚ge >19), mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
CHUV Centre Hospitalier Universitaire Vaudois;B.2 Accident ischEmique transitoire (AIT); ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;B.2.1.M AIT, mortalitE;0;0.001;0;108;0;0.002;0;110
CHUV Centre Hospitalier Universitaire Vaudois;B.2.2.P AIT avec traitement en unitE cErEbro≠vasculaire, pourcentage;0;0.005;NaN;0;NaN;NaN;NaN;<10
CHUV Centre Hospitalier Universitaire Vaudois;C REEducation gEriatrique prEcoce; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;C.1 REEducation gEriatrique prEcoce; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;C.1.1.F REEducation gEriatrique prEcoce;NaN;NaN;NaN;0;NaN;NaN;NaN;0
CHUV Centre Hospitalier Universitaire Vaudois;D Maladies pulmonaires; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;D.1 Pneumonie; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;D.1.1.M DP de pneumonie, mortalitE;0.029;0.054;0.5;731;0.042;0.05;0.8;625
CHUV Centre Hospitalier Universitaire Vaudois;D.1.2.M DP de pneumonie, ‚ge <20, mortalitE;0.007;0.005;1.6;136;0.007;0.002;3.7;135
CHUV Centre Hospitalier Universitaire Vaudois;D.1.3.M DP de pneumonie, ‚ge 20-44, mortalitE;0;0.007;0;66;0;0.004;0;44
CHUV Centre Hospitalier Universitaire Vaudois;D.1.4.M DP de pneumonie, ‚ge 45-64, mortalitE;0.017;0.034;0.5;116;0.032;0.024;1.3;94
CHUV Centre Hospitalier Universitaire Vaudois;D.1.5.M DP de pneumonie, ‚ge 65-84, mortalitE;0.024;0.068;0.3;297;0.042;0.061;0.7;214
CHUV Centre Hospitalier Universitaire Vaudois;D.1.6.M DP de pneumonie, ‚ge >84, mortalitE;0.095;0.119;0.8;116;0.094;0.11;0.9;138
CHUV Centre Hospitalier Universitaire Vaudois;D.1.7.M DP de pneumonie, ‚ge 1-19, sans tumeur ni mucoviscidose, admissions directes, mortalitE;0;0.004;0;103;0.009;0.002;3.7;110
CHUV Centre Hospitalier Universitaire Vaudois;D.1.8.M DP de pneumonie, ‚ge >19, sans tumeur ni mucoviscidose, admissions directes, mortalitE;0.028;0.052;0.5;501;0.048;0.051;0.9;377
CHUV Centre Hospitalier Universitaire Vaudois;D.2 Broncho-pneumopathie chronique obstructive (BPCO); ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;D.2.1.M BPCO (‚ge >19), mortalitE;0.012;0.038;0.3;161;0.023;0.029;0.8;173
CHUV Centre Hospitalier Universitaire Vaudois;D.2.2.M BPCO (‚ge >19), avec VEF1 <35 %, mortalitE;0;0.055;0;20;0.05;0.035;1.4;40
CHUV Centre Hospitalier Universitaire Vaudois;D.2.3.M BPCO (‚ge >19), avec VEF1 35-49 %, mortalitE;0;0.026;0;20;0;0.015;0;30
CHUV Centre Hospitalier Universitaire Vaudois;D.2.4.M BPCO (‚ge >19), avec VEF1 50-69 %, mortalitE;0;0.017;0;16;0;0.009;0;24
CHUV Centre Hospitalier Universitaire Vaudois;D.2.5.M BPCO (‚ge >19), avec VEF1 >69%, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
CHUV Centre Hospitalier Universitaire Vaudois;D.2.6.P BPCO (‚ge >19), avec VEF1 non prEcisE, pourcentage;0.596;0.335;NaN;96;0.41;0.384;NaN;71
CHUV Centre Hospitalier Universitaire Vaudois;D.2.6.M BPCO (‚ge >19), avec VEF1 non prEcisE, mortalitE;0.021;0.053;0.4;96;0.028;0.038;0.7;71
CHUV Centre Hospitalier Universitaire Vaudois;D.3 Cancer du poumon (carcinome bronchique); ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;D.3.1.F Hospitalisations en cas de cancer du poumon;NaN;NaN;NaN;554;NaN;NaN;NaN;603
CHUV Centre Hospitalier Universitaire Vaudois;D.4 OpErations du poumon; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;D.4.1.M Total des rEsections pulmonaires ou bronchiques majeures, mortalitE;0.036;0.029;1.2;195;0.026;0.023;1.1;196
CHUV Centre Hospitalier Universitaire Vaudois;D.4.2.P Pneumonectomie en cas de carcinome bronchique, pourcentage;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
CHUV Centre Hospitalier Universitaire Vaudois;D.4.2.M Pneumonectomie en cas de carcinome bronchique, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
CHUV Centre Hospitalier Universitaire Vaudois;D.4.3.M REsections pulmonaires partielles en cas de carcinome bronchique, mortalitE;0.044;0.031;1.4;91;0.021;0.021;1;95
CHUV Centre Hospitalier Universitaire Vaudois;E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale); ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;E.1 Ablation de la vEsicule biliaire (cholEcystectomie); ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;E.1.1.M CholEcystectomie en cas de calculs biliaires et cholEcystite, sans tumeur, mortalitE;0.004;0.004;1.2;233;0;0.002;0;230
CHUV Centre Hospitalier Universitaire Vaudois;E.1.2.P Laparoscopie avec cholEcystectomie en cas de calculs biliaires et cholEcystite, sans tumeur, pourcentage;0.979;0.931;NaN;228;0.97;0.936;NaN;223
CHUV Centre Hospitalier Universitaire Vaudois;E.2 REparations de hernie; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;E.2.1.M Herniotomie sans OP de l'intestin, mortalitE;0.004;0.002;1.7;233;0.005;0.002;2.8;215
CHUV Centre Hospitalier Universitaire Vaudois;E.2.2.M Herniotomie avec OP de l'intestin, mortalitE;NaN;NaN;NaN;<10;0;0.091;0;12
CHUV Centre Hospitalier Universitaire Vaudois;E.3 OpErations de la thyroÔde; ; ; ; ; ; ; ; 
CHUV Centre Hospitalier Universitaire Vaudois;E.3.1.F REsections thyroÔdiennes;NaN;NaN;NaN;85;NaN;NaN;NaN;91
CHUV Centre Hospitalier Universitaire Vaudois;E.3.2.P Cas de respiration artificielle >95 h en cas de rEsections thyroÔdiennes, pourcentage;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
CHUV Centre Hospitalier Universitaire Vaudois;E.3.3.F RadiothErapie par iode radioactif;NaN;NaN;NaN;58;NaN;NaN;NaN;71
